Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Exchange,Current,2025-01-31 08:17:36,2025-01-31 08:17:36,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2168.48
Card Payment,Current,2025-01-31 14:29:06,2025-02-01 10:44:20,Marks & Spencer,-6.20,0.00,GBP,COMPLETED,2124.05
Card Payment,Current,2025-01-31 14:37:18,2025-02-01 10:29:04,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,2130.25
Exchange,Current,2025-02-01 08:19:08,2025-02-01 08:19:08,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2136.86
Card Payment,Current,2025-02-01 13:33:56,2025-02-02 13:15:53,Transport for London,-7.70,0.00,GBP,COMPLETED,2094.60
Card Payment,Current,2025-02-01 14:04:15,2025-02-02 05:35:22,Tesco,-4.20,0.00,GBP,COMPLETED,2107.35
Card Payment,Current,2025-02-01 14:42:52,2025-02-02 15:40:19,Foodstoplondon,-12.00,0.00,GBP,COMPLETED,2065.37
Card Payment,Current,2025-02-01 14:47:21,2025-02-02 03:22:56,Roni's Bakery,-12.50,0.00,GBP,COMPLETED,2111.55
Card Payment,Current,2025-02-01 15:48:20,2025-02-02 15:40:22,Churros Camden,-8.00,0.00,GBP,COMPLETED,2057.37
Card Payment,Current,2025-02-01 16:54:30,2025-02-02 13:18:45,Sainsbury's,-3.80,0.00,GBP,COMPLETED,2090.80
Card Payment,Current,2025-02-01 23:59:20,2025-02-02 13:30:37,Deliveroo,-13.43,0.00,GBP,COMPLETED,2077.37
Exchange,Current,2025-02-02 08:15:17,2025-02-02 08:15:17,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2102.30
Card Payment,Current,2025-02-02 22:09:11,2025-02-03 03:43:11,The Bat And Ball,-7.40,0.00,GBP,COMPLETED,1949.97
Transfer,Current,2025-02-02 23:37:29,2025-02-02 23:37:31,To Egidijus Bajelis,-100.00,0.00,GBP,COMPLETED,1957.37
Card Payment,Current,2025-02-02 23:59:59,2025-02-03 15:57:26,Transport for London,-1.80,0.00,GBP,COMPLETED,1943.12
Exchange,Current,2025-02-03 08:20:11,2025-02-03 08:20:11,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1944.92
Card Payment,Current,2025-02-03 12:51:38,2025-02-04 03:05:17,Deliveroo,-25.28,0.00,GBP,COMPLETED,2429.18
Card Payment,Current,2025-02-03 20:19:38,2025-02-04 05:45:01,Airbnb,-101.05,0.00,GBP,COMPLETED,2304.28
Card Payment,Current,2025-02-03 21:03:06,2025-02-04 13:46:44,Liveticketgroup,-237.90,0.00,GBP,COMPLETED,2061.33
Card Payment,Current,2025-02-03 21:14:42,2025-02-04 05:27:12,Temu,-23.85,0.00,GBP,COMPLETED,2405.33
Transfer,Current,2025-02-03 21:29:15,2025-02-03 21:29:15,Transfer from XXX VIPIN SATHEESH,255.67,0.00,GBP,COMPLETED,2198.79
Topup,Current,2025-02-03 21:35:43,2025-02-03 21:38:28,Payment from ANWER MOHAMED SADIQ,255.67,0.00,GBP,COMPLETED,2454.46
Exchange,Current,2025-02-04 08:17:27,2025-02-04 08:17:27,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2299.23
Card Payment,Current,2025-02-04 16:06:04,2025-02-05 02:59:07,Deliveroo,-12.87,0.00,GBP,COMPLETED,2048.46
Exchange,Current,2025-02-05 08:16:55,2025-02-05 08:16:55,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2043.41
Card Payment,Current,2025-02-05 23:59:59,2025-02-06 16:18:18,Transport for London,-5.35,0.00,GBP,COMPLETED,2021.01
Rev Payment,Current,2025-02-06 00:22:54,2025-02-06 00:23:46,www.lycamobile.com*London,-12.00,0.00,GBP,COMPLETED,2031.41
Exchange,Current,2025-02-06 08:17:20,2025-02-06 08:17:20,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2026.36
Card Payment,Current,2025-02-06 09:25:36,2025-02-07 13:03:23,Whipps Cross University Hospital,-3.99,0.00,GBP,COMPLETED,1931.70
Card Payment,Current,2025-02-06 09:42:35,2025-02-07 13:03:19,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,1937.68
Card Payment,Current,2025-02-06 15:40:23,2025-02-07 13:03:25,Whipps Cross University Hospital,-6.04,0.00,GBP,COMPLETED,1925.66
Card Payment,Current,2025-02-06 16:09:55,2025-02-07 13:03:19,Elior,-1.99,0.00,GBP,COMPLETED,1935.69
Card Payment,Current,2025-02-06 21:22:07,2025-02-07 05:30:57,Uber,-6.98,0.00,GBP,COMPLETED,2014.03
Card Payment,Current,2025-02-07 01:22:48,2025-02-07 13:34:47,Forest Grill,-31.93,0.00,GBP,COMPLETED,1893.73
Exchange,Current,2025-02-07 08:18:41,2025-02-07 08:18:41,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2008.98
Transfer,Current,2025-02-07 09:30:00,2025-02-07 10:00:56,To General Medical C,-17.40,0.00,GBP,COMPLETED,1991.58
Transfer,Current,2025-02-07 10:31:04,2025-02-07 10:31:06,To Mohannapriyan Nagarajan,-50.00,0.00,GBP,COMPLETED,1941.58
Card Payment,Current,2025-02-07 13:38:40,2025-02-08 02:52:49,Deliveroo,-20.39,0.00,GBP,COMPLETED,1873.34
Card Payment,Current,2025-02-07 21:12:33,2025-02-08 04:45:42,The Raj,-11.74,0.00,GBP,COMPLETED,1861.60
Card Payment,Current,2025-02-07 21:15:10,2025-02-08 04:45:42,The Raj,-3.19,0.00,GBP,COMPLETED,1858.41
Exchange,Current,2025-02-08 08:18:11,2025-02-08 08:18:11,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1853.36
Card Payment,Current,2025-02-08 17:21:20,2025-02-09 05:29:06,Deliveroo,-20.99,0.00,GBP,COMPLETED,1832.37
Transfer,Current,2025-02-09 07:14:46,2025-02-09 07:14:47,To Hezron McNeish,-950.00,0.00,GBP,COMPLETED,882.37
Exchange,Current,2025-02-09 08:15:33,2025-02-09 08:15:33,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,877.32
Card Payment,Current,2025-02-09 08:32:48,2025-02-10 09:19:14,Marks & Spencer,-5.50,0.00,GBP,COMPLETED,853.78
Card Payment,Current,2025-02-09 18:25:47,2025-02-10 05:31:44,Deliveroo,-12.99,0.00,GBP,COMPLETED,864.33
Exchange,Current,2025-02-10 08:19:34,2025-02-10 08:19:34,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,859.28
Transfer,Current,2025-02-10 09:30:00,2025-02-10 10:01:29,To Bma Association,-10.50,0.00,GBP,COMPLETED,843.28
Transfer,Current,2025-02-10 18:59:52,2025-02-10 18:59:54,To Ajay Ramesh,-14.00,0.00,GBP,COMPLETED,829.28
Exchange,Current,2025-02-11 08:17:40,2025-02-11 08:17:40,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,824.23
Card Payment,Current,2025-02-11 20:10:36,2025-02-12 09:07:24,Deliveroo,-13.48,0.00,GBP,COMPLETED,805.70
Exchange,Current,2025-02-12 08:16:36,2025-02-12 08:16:36,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,819.18
Card Payment,Current,2025-02-12 17:27:34,2025-02-13 05:11:06,Deliveroo,-11.39,0.00,GBP,COMPLETED,794.31
Card Payment,Current,2025-02-12 23:11:36,2025-02-13 15:09:48,CloudFlare,-9.83,0.00,GBP,COMPLETED,779.43
Card Payment,Current,2025-02-13 04:43:48,2025-02-13 15:15:02,Transport for London,-3.60,0.00,GBP,COMPLETED,775.83
Exchange,Current,2025-02-13 08:18:14,2025-02-13 08:18:14,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,789.26
Card Payment,Current,2025-02-13 11:56:51,2025-02-14 02:35:36,Deliveroo,-14.38,0.00,GBP,COMPLETED,1461.45
Topup,Current,2025-02-13 20:23:45,2025-02-13 20:23:45,Payment from M KUNHIKANDY,700.00,0.00,GBP,COMPLETED,1475.83
Card Payment,Current,2025-02-13 23:19:04,2025-02-14 12:56:56,Just Eat,-15.36,0.00,GBP,COMPLETED,1441.04
Exchange,Current,2025-02-14 08:19:57,2025-02-14 08:19:57,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1456.40
Fee,Current,2025-02-15 01:38:34,2025-02-15 01:38:34,Metal plan fee,-14.99,0.00,GBP,COMPLETED,1426.05
Exchange,Current,2025-02-15 08:20:19,2025-02-15 08:20:19,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1421.00
Card Payment,Current,2025-02-15 23:39:49,2025-02-16 15:10:50,Deliveroo,-12.48,0.00,GBP,COMPLETED,1403.47
Exchange,Current,2025-02-16 08:18:04,2025-02-16 08:18:04,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1415.95
Card Payment,Current,2025-02-16 16:00:48,2025-02-17 03:30:39,Deliveroo,-13.54,0.00,GBP,COMPLETED,1389.93
Card Payment,Current,2025-02-16 16:05:31,2025-02-17 03:30:39,Deliveroo,-16.04,0.00,GBP,COMPLETED,1373.89
Exchange,Current,2025-02-17 08:20:26,2025-02-17 08:20:26,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1368.84
Card Payment,Current,2025-02-17 08:21:46,2025-02-18 12:33:14,Whipps Cross University Hospital,-4.93,0.00,GBP,COMPLETED,1258.86
Card Payment,Current,2025-02-17 08:37:35,2025-02-18 12:33:14,Whipps Cross University Hospital,-4.20,0.00,GBP,COMPLETED,1254.66
Card Payment,Current,2025-02-17 14:29:07,2025-02-18 12:33:15,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,1246.06
Card Payment,Current,2025-02-17 14:56:48,2025-02-18 12:33:15,Elior,-1.99,0.00,GBP,COMPLETED,1252.67
Card Payment,Current,2025-02-17 20:01:45,2025-02-18 12:38:10,Deliveroo,-14.19,0.00,GBP,COMPLETED,1231.87
Transfer,Current,2025-02-18 04:59:32,2025-02-18 04:59:33,To Kukisa Ltd,-100.00,0.00,GBP,COMPLETED,1268.84
Exchange,Current,2025-02-18 08:18:51,2025-02-18 08:18:51,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1263.79
Card Payment,Current,2025-02-18 13:50:47,2025-02-19 08:52:53,Subway,-15.38,0.00,GBP,COMPLETED,1211.44
Card Payment,Current,2025-02-18 23:59:59,2025-02-19 14:52:59,Transport for London,-6.70,0.00,GBP,COMPLETED,1024.74
Exchange,Current,2025-02-19 08:18:13,2025-02-19 08:18:13,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1226.82
Transfer,Current,2025-02-19 10:21:42,2025-02-19 10:21:43,To Ajay Ramesh,-180.00,0.00,GBP,COMPLETED,1031.44
Card Payment,Current,2025-02-19 10:28:49,2025-02-20 02:44:05,Deliveroo,-11.76,0.00,GBP,COMPLETED,1012.98
Card Payment,Current,2025-02-19 19:46:20,2025-02-20 09:20:19,Deliveroo,-10.99,0.00,GBP,COMPLETED,996.94
Card Payment,Current,2025-02-20 07:28:48,2025-02-21 11:10:52,Whipps Cross University Hospital,-7.90,0.00,GBP,COMPLETED,983.99
Exchange,Current,2025-02-20 08:18:39,2025-02-20 08:18:39,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1007.93
Card Payment,Current,2025-02-20 15:22:29,2025-02-21 11:10:52,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,977.38
Card Payment,Current,2025-02-20 18:26:44,2025-02-21 11:30:05,Glade Food & Wines,-34.10,0.00,GBP,COMPLETED,943.28
Card Payment,Current,2025-02-21 07:28:23,2025-02-22 11:27:29,Whipps Cross University Hospital,-4.44,0.00,GBP,COMPLETED,933.79
Card Payment,Current,2025-02-21 07:50:27,2025-02-22 11:27:29,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,929.89
Exchange,Current,2025-02-21 08:20:04,2025-02-21 08:20:04,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,991.89
Card Payment,Current,2025-02-21 13:47:43,2025-02-22 11:27:29,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,921.29
Card Payment,Current,2025-02-21 14:18:38,2025-02-22 11:27:29,Elior,-1.99,0.00,GBP,COMPLETED,927.90
Card Payment,Current,2025-02-21 20:22:04,2025-02-22 11:33:26,Deliveroo,-11.39,0.00,GBP,COMPLETED,909.90
Card Payment,Current,2025-02-22 07:27:24,,Elior,-4.76,0.00,GBP,REVERTED,
Card Payment,Current,2025-02-22 07:27:24,2025-03-04 02:54:30,Whipps Cross University Hospital,-4.76,0.00,GBP,COMPLETED,1294.91
Card Payment,Current,2025-02-22 07:50:13,,Elior,-3.90,0.00,GBP,REVERTED,
Card Payment,Current,2025-02-22 07:50:13,2025-03-04 02:54:30,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,1306.28
Exchange,Current,2025-02-22 08:16:38,2025-02-22 08:16:38,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,938.23
Card Payment,Current,2025-02-22 14:16:14,,Elior,-6.61,0.00,GBP,REVERTED,
Card Payment,Current,2025-02-22 14:16:14,2025-03-04 02:54:30,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,1299.67
Card Payment,Current,2025-02-22 14:59:18,2025-02-23 03:07:25,Airbnb,-404.18,0.00,GBP,COMPLETED,505.72
Card Payment,Current,2025-02-22 20:05:22,2025-02-23 11:42:45,The Raj,-4.38,0.00,GBP,COMPLETED,496.29
Card Payment,Current,2025-02-23 07:31:31,2025-02-24 10:01:15,Whipps Cross University Hospital,-4.44,0.00,GBP,COMPLETED,480.40
Card Payment,Current,2025-02-23 07:51:54,2025-02-24 10:01:15,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,476.50
Exchange,Current,2025-02-23 08:17:07,2025-02-23 08:17:07,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,500.67
Card Payment,Current,2025-02-23 14:40:41,2025-02-24 10:01:15,Whipps Cross University Hospital,-6.40,0.00,GBP,COMPLETED,484.84
Card Payment,Current,2025-02-23 19:49:21,2025-02-24 10:03:03,Deliveroo,-12.83,0.00,GBP,COMPLETED,463.67
Exchange,Current,2025-02-24 08:20:58,2025-02-24 08:20:58,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,491.24
Card Payment,Current,2025-02-24 14:33:41,2025-02-25 02:47:24,Deliveroo,-11.39,0.00,GBP,COMPLETED,452.28
Card Payment,Current,2025-02-24 20:58:58,2025-02-25 04:42:51,Kebabish Original,-8.50,0.00,GBP,COMPLETED,443.78
Card Payment,Current,2025-02-24 21:06:28,2025-02-25 11:56:44,Sainsbury's,-7.24,0.00,GBP,COMPLETED,431.49
Exchange,Current,2025-02-25 08:19:34,2025-02-25 08:19:34,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,438.73
Card Payment,Current,2025-02-25 09:20:16,2025-02-26 14:22:07,Sainsbury's,-1.25,0.00,GBP,COMPLETED,425.19
Card Payment,Current,2025-02-25 23:59:59,2025-02-26 14:51:18,Transport for London,-6.70,0.00,GBP,COMPLETED,418.49
Exchange,Current,2025-02-26 08:20:33,2025-02-26 08:20:33,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,426.44
Card Payment,Current,2025-02-26 09:18:16,2025-02-27 10:19:06,Whipps Cross University Hospital,-5.38,0.00,GBP,COMPLETED,1723.81
Card Payment,Current,2025-02-26 09:37:43,2025-02-27 10:19:06,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,1719.91
Card Payment,Current,2025-02-26 14:42:10,2025-02-27 10:19:06,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,1713.30
Transfer,Savings,2025-02-26 17:02:14,2025-02-26 17:02:14,To pocket GBP Driving Fund from GBP,100.00,0.00,GBP,COMPLETED,300.00
Topup,Current,2025-02-26 17:02:14,2025-02-26 17:02:14,Payment from BARTS HEALTH NHS,3796.35,0.00,GBP,COMPLETED,4214.84
Transfer,Current,2025-02-26 17:02:14,2025-02-26 17:02:14,To pocket GBP Driving Fund from GBP,-100.00,0.00,GBP,COMPLETED,4114.84
Transfer,Current,2025-02-26 17:02:14,2025-02-26 17:02:15,Depositing savings,-1000.00,0.00,GBP,COMPLETED,3114.84
Transfer,Current,2025-02-26 20:38:15,2025-02-27 03:39:45,SWIFT Transfer to Kunchi Kandy Nazar,-2150.66,1.94,GBP,COMPLETED,1734.24
Transfer,Current,2025-02-26 20:39:24,2025-02-26 20:39:24,Withdrawing savings,772.00,0.00,GBP,COMPLETED,3886.84
Card Payment,Current,2025-02-26 21:00:22,2025-02-27 10:24:11,Deliveroo,-12.99,0.00,GBP,COMPLETED,1700.31
Exchange,Current,2025-02-27 08:21:19,2025-02-27 08:21:19,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1729.19
Card Payment,Current,2025-02-27 08:30:24,2025-02-28 08:31:42,Whipps Cross University Hospital,-5.38,0.00,GBP,COMPLETED,1456.27
Card Payment,Current,2025-02-27 08:47:05,2025-02-28 08:31:42,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,1461.65
Card Payment,Current,2025-02-27 13:36:14,2025-02-28 02:37:19,Deliveroo,-13.69,0.00,GBP,COMPLETED,1486.62
Card Payment,Current,2025-02-27 18:42:10,2025-02-28 05:04:21,Deliveroo,-10.99,0.00,GBP,COMPLETED,1470.60
Card Payment,Current,2025-02-27 18:45:13,2025-02-28 05:01:48,The Raj,-5.03,0.00,GBP,COMPLETED,1481.59
Transfer,Current,2025-02-28 01:19:08,2025-02-28 01:19:08,Depositing savings,-200.00,0.00,GBP,COMPLETED,1500.31
Exchange,Current,2025-02-28 08:22:30,2025-02-28 08:22:30,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1465.55
Card Payment,Current,2025-02-28 18:17:33,2025-03-01 09:35:06,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,1444.61
Card Payment,Current,2025-02-28 18:48:51,2025-03-01 09:35:06,Elior,-1.99,0.00,GBP,COMPLETED,1442.62
Exchange,Current,2025-03-01 08:19:32,2025-03-01 08:19:32,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1451.22
Card Payment,Current,2025-03-01 17:07:58,2025-03-02 06:54:42,Deliveroo,-11.39,0.00,GBP,COMPLETED,1431.23
Exchange,Current,2025-03-02 08:20:45,2025-03-02 08:20:45,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1426.18
Card Payment,Current,2025-03-02 12:19:43,2025-03-02 16:27:11,Arsenal Direct,-86.00,0.00,GBP,COMPLETED,1340.18
Card Payment,Current,2025-03-02 14:02:32,2025-03-03 05:21:01,The Raj,-4.69,0.00,GBP,COMPLETED,1329.50
Card Payment,Current,2025-03-02 14:14:08,2025-03-03 10:22:12,Uber,-10.52,0.00,GBP,COMPLETED,1313.93
Card Payment,Current,2025-03-02 16:04:15,2025-03-03 10:23:21,Transport for London,-3.75,0.00,GBP,COMPLETED,1310.18
Card Payment,Current,2025-03-02 16:12:47,2025-03-03 03:33:38,Station Food & Wine,-5.99,0.00,GBP,COMPLETED,1334.19
Exchange,Current,2025-03-03 08:19:52,2025-03-03 08:19:52,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1324.45
Card Payment,Current,2025-03-03 13:29:35,2025-03-04 10:46:56,Philip Morris,-15.00,0.00,GBP,COMPLETED,1269.36
Card Payment,Current,2025-03-03 14:44:56,2025-03-04 05:07:12,Marks & Spencer,-5.50,0.00,GBP,COMPLETED,1289.41
Card Payment,Current,2025-03-03 23:49:36,2025-03-04 11:51:46,Deliveroo,-15.76,0.00,GBP,COMPLETED,1253.60
Exchange,Current,2025-03-04 08:20:05,2025-03-04 08:20:05,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1284.36
Card Payment,Current,2025-03-04 12:45:31,2025-03-05 08:51:28,Marks & Spencer,-5.50,0.00,GBP,COMPLETED,1133.05
Card Payment,Current,2025-03-04 22:49:29,2025-03-05 14:34:05,Deliveroo,-12.48,0.00,GBP,COMPLETED,1120.57
Transfer,Current,2025-03-05 04:05:09,2025-03-05 04:05:14,To Kukisa Ltd,-110.00,0.00,GBP,COMPLETED,1143.60
Exchange,Current,2025-03-05 08:21:32,2025-03-05 08:21:32,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1138.55
Card Payment,Current,2025-03-05 11:09:21,2025-03-06 05:20:23,The Raj,-4.64,0.00,GBP,COMPLETED,1115.93
Card Payment,Current,2025-03-06 01:10:32,2025-03-06 12:27:34,Deliveroo,-14.67,0.00,GBP,COMPLETED,1096.21
Exchange,Current,2025-03-06 08:20:00,2025-03-06 08:20:00,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1110.88
Card Payment,Current,2025-03-06 14:55:03,2025-03-07 08:36:36,Marks & Spencer,-7.25,0.00,GBP,COMPLETED,1083.91
Card Payment,Current,2025-03-07 00:05:45,2025-03-07 14:26:21,Deliveroo,-14.67,0.00,GBP,COMPLETED,1051.84
Exchange,Current,2025-03-07 08:20:39,2025-03-07 08:20:39,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1091.16
Card Payment,Current,2025-03-07 09:26:00,2025-03-08 12:21:41,Trainline,-25.29,0.00,GBP,COMPLETED,976.10
Transfer,Current,2025-03-07 09:30:00,2025-03-07 10:02:00,To General Medical C,-17.40,0.00,GBP,COMPLETED,1066.51
Card Payment,Current,2025-03-07 10:56:08,2025-03-08 13:01:29,Rontec,-18.25,0.00,GBP,COMPLETED,957.85
Card Payment,Current,2025-03-07 23:54:48,2025-03-08 12:21:14,O'Neill's Irish Pubs & Bars,-25.05,0.00,GBP,COMPLETED,1001.39
Card Payment,Current,2025-03-07 23:59:59,2025-03-08 16:46:24,Transport for London,-10.50,0.00,GBP,COMPLETED,947.35
Card Payment,Current,2025-03-08 00:40:55,2025-03-08 12:21:14,O'Neill's Irish Pubs & Bars,-8.35,0.00,GBP,COMPLETED,1026.44
Rev Payment,Current,2025-03-08 00:47:46,2025-03-08 00:48:25,www.lycamobile.com*London,-12.00,0.00,GBP,COMPLETED,1039.84
Exchange,Current,2025-03-08 08:17:46,2025-03-08 08:17:46,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1034.79
Card Payment,Current,2025-03-08 11:37:08,2025-03-09 12:03:35,simply fresh,-6.47,0.00,GBP,COMPLETED,226.99
Card Payment,Current,2025-03-08 12:35:32,2025-03-09 12:02:29,Tesco,-9.39,0.00,GBP,COMPLETED,233.46
Card Payment,Current,2025-03-08 15:12:54,2025-03-09 02:34:29,Mei Mei Borough,-14.50,0.00,GBP,COMPLETED,918.30
Card Payment,Current,2025-03-08 15:35:16,2025-03-09 16:17:53,Nana Fannys Lt,-9.00,0.00,GBP,COMPLETED,217.99
Card Payment,Current,2025-03-08 20:51:53,2025-03-09 02:34:29,Bleecker,-14.55,0.00,GBP,COMPLETED,932.80
Card Payment,Current,2025-03-08 23:50:28,2025-03-09 05:05:54,The White Hart,-20.40,0.00,GBP,COMPLETED,897.90
Card Payment,Current,2025-03-09 02:42:37,2025-03-09 16:19:22,Transport for London,-8.90,0.00,GBP,COMPLETED,209.09
Exchange,Current,2025-03-09 08:16:48,2025-03-09 08:16:48,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,892.85
Transfer,Savings,2025-03-09 09:12:40,2025-03-09 09:12:40,Pocket Withdrawal,-300.00,0.00,GBP,COMPLETED,0.00
Transfer,Current,2025-03-09 09:12:40,2025-03-09 09:12:40,Pocket Withdrawal,300.00,0.00,GBP,COMPLETED,1192.85
Transfer,Current,2025-03-09 09:13:03,2025-03-09 09:13:04,To Hezron McNeish,-950.00,0.00,GBP,COMPLETED,242.85
Card Payment,Current,2025-03-09 12:26:26,2025-03-10 10:07:36,Tesco,-3.60,0.00,GBP,COMPLETED,178.24
Card Payment,Current,2025-03-09 14:06:37,2025-03-10 10:38:04,Ep Data Services Limited,-10.00,0.00,GBP,COMPLETED,137.54
Card Payment,Current,2025-03-09 15:48:41,2025-03-10 10:32:20,Murugan Cash & Carry,-7.00,0.00,GBP,COMPLETED,171.24
Card Payment,Current,2025-03-09 18:08:06,2025-03-10 10:02:14,Tesco,-16.75,0.00,GBP,COMPLETED,192.34
Card Payment,Current,2025-03-09 23:59:59,2025-03-10 10:52:55,Transport for London,-10.50,0.00,GBP,COMPLETED,87.54
Card Payment,Current,2025-03-10 00:23:10,2025-03-10 10:34:58,Coyote Ugly,-23.70,0.00,GBP,COMPLETED,147.54
Card Payment,Current,2025-03-10 01:42:46,2025-03-10 10:38:31,Coyote Ugly Saloon,-23.70,0.00,GBP,COMPLETED,113.84
Card Payment,Current,2025-03-10 02:31:24,2025-03-10 10:38:32,Coyote Ugly Saloon,-15.80,0.00,GBP,COMPLETED,98.04
Card Payment,Current,2025-03-10 06:34:16,2025-03-11 12:22:45,McDonald's,-6.58,0.00,GBP,COMPLETED,71.76
Card Payment,Current,2025-03-10 06:40:52,2025-03-12 11:13:11,Transport for London,-3.10,0.00,GBP,COMPLETED,37.72
Transfer,Current,2025-03-10 09:30:00,2025-03-10 10:03:21,To Bma Association,-10.50,0.00,GBP,COMPLETED,181.84
Card Payment,Current,2025-03-10 14:14:58,2025-03-12 07:48:44,Uber Eats,-11.69,0.00,GBP,COMPLETED,53.94
Card Payment,Current,2025-03-10 21:45:23,2025-03-11 04:09:06,The Raj,-4.35,0.00,GBP,COMPLETED,83.19
Card Payment,Current,2025-03-11 05:15:43,2025-03-11 12:22:13,Transport for London,-4.85,0.00,GBP,COMPLETED,78.34
Card Payment,Current,2025-03-11 10:15:37,2025-03-12 09:38:40,Uber Eats,-13.12,0.00,GBP,COMPLETED,40.82
Card Payment,Current,2025-03-11 21:47:34,2025-03-12 04:32:06,The Raj,-6.13,0.00,GBP,COMPLETED,65.63
Card Payment,Current,2025-03-12 17:44:55,2025-03-13 04:15:51,Deliveroo,-14.24,0.00,GBP,COMPLETED,23.48
Transfer,Current,2025-03-13 10:54:10,2025-03-13 10:54:10,Withdrawing savings,200.00,0.00,GBP,COMPLETED,223.48
Card Payment,Current,2025-03-13 10:54:52,2025-03-14 15:05:31,YouTube,-12.99,0.00,GBP,COMPLETED,188.84
Card Payment,Current,2025-03-13 11:04:09,2025-03-14 02:24:10,Deliveroo,-13.32,0.00,GBP,COMPLETED,210.16
Card Payment,Current,2025-03-13 21:27:22,2025-03-14 04:27:17,The Raj,-8.33,0.00,GBP,COMPLETED,201.83
Card Payment,Current,2025-03-14 08:48:47,2025-03-15 04:45:05,Sherborne Publ,-1.00,0.00,GBP,COMPLETED,162.35
Card Payment,Current,2025-03-14 13:16:55,2025-03-15 02:40:42,CRATE Walthamstow,-10.50,0.00,GBP,COMPLETED,163.35
Card Payment,Current,2025-03-14 23:59:59,2025-03-15 16:00:51,Transport for London,-1.75,0.00,GBP,COMPLETED,210.10
Fee,Current,2025-03-15 01:18:00,2025-03-15 01:18:00,Metal plan fee,-14.99,0.00,GBP,COMPLETED,173.85
Transfer,Current,2025-03-15 06:30:00,2025-03-15 06:30:00,Withdrawing savings,100.00,0.00,GBP,COMPLETED,262.35
Exchange,Current,2025-03-15 06:41:49,2025-03-15 06:41:49,Transfer to Revolut Ltd,-50.50,0.00,GBP,COMPLETED,211.85
Card Payment,Current,2025-03-15 10:25:39,2025-03-16 04:52:23,Lt Greek Foods,-27.60,0.00,GBP,COMPLETED,59.80
